.	'	1.9
.	-	2.2
.	=	2.2
.	 	1.3
/	A	1.2
/	B	1.2
/	C	1.2
/	S	1.2
/	E	1.1
/	T	1.2
/	D	1.2
/	H	2
/	U	2
/	N	1.8
/	E	1.9
/	I	2
/	M	1.7
/	K	1.9
/	Y	2.3
/	;	2.1
/	Q	1.2
/	P	1.2
/	R	1.1
/	D	1.2
/	L	1.9
/	V	1.2
/	W	1.3
/	X	1.2
/	J	2
/	Z	1.3
/	0	2.3
/	1	1.2
/	2	1.2
/	3	1.2
/	4	1.1
/	5	1.1
/	6	2.3
/	7	2.3
/	8	2.2
/	9	2.1
/	,	1.9
/	.	1.9
/	/	1.4
/	[	2
/	]	2
/	O	1
/	'	1.8
/	-	2.3
/	=	2.2
/	 	1.3
[	A	1.2
[	B	1.2
[	C	1.2
[	S	1.1
[	E	1.1
[	T	1.1
[	D	1.2
[	H	1.8
[	U	1.9
[	N	1.8
[	E	2.2
[	I	2.2
[	M	2
[	K	1.9
[	Y	2.1
[	;	1.8
[	Q	1.2
[	P	1.2
[	R	1.2
[	D	1.2
[	L	1.6
[	V	1.2
[	W	1.3
[	X	1.2
[	J	1.8
[	Z	1.3
[	0	2
[	1	1.2
[	2	1.2
[	3	1.2
[	4	1.2
[	5	1.3
[	6	2.1
[	7	2
[	8	2.1
[	9	2.2
[	,	2.5
[	.	2.2
[	/	2
[	[	1.4
[	]	1.6
[	O	1.9
[	'	1.8
[	-	1.8
[	=	1.7
[	 	1.3
]	A	1.2
]	B	1.2
]	C	1.2
]	S	1.3
]	E	1.2
]	T	1.3
]	D	1.2
]	H	2.1
]	U	2.1
]	N	2.1
]	E	2.3
]	I	2.3
]	M	2
]	K	2.1
]	Y	2.2
]	;	2
]	Q	1.2
]	P	1.2
]	R	1.1
]	D	1.2
]	L	1.9
]	V	1.2
]	W	1.2
]	X	1.2
]	J	2.1
]	Z	1.3
]	0	2.3
]	1	1.3
]	2	1.2
]	3	1.2
]	4	1.2
]	5	1.4
]	6	2.4
]	7	2.2
]	8	2.3
]	9	2.5
]	,	2.5
]	.	2.4
]	/	2.1
]	[	1.9
]	]	1.4
]	O	2
]	'	1.9
]	-	2
]	=	1.8
]	 	1.4
O	A	1.2
O	B	1.2
O	C	1.1
O	S	1.1
O	E	1.2
O	T	1.1
O	D	1.2
O	H	1.7
O	U	1.8
O	N	1.7
O	E	1.8
O	I	2
O	M	1.9
O	K	1.8
O	Y	2.1
O	;	1.8
O	Q	1.2
O	P	1.1
O	R	1.1
O	D	1.2
O	L	1.7
O	V	1.2
O	W	1.2
O	X	1.2
O	J	1.9
O	Z	1.3
O	0	2
O	1	1.2
O	2	1.2
O	3	1.1
O	4	1.1
O	5	1.4
O	6	2.1
O	7	2.1
O	8	2.1
O	9	2.3
O	,	2
O	.	2
O	/	1.8
O	[	1.8
O	]	2
O	O	1.4
O	'	1.7
O	-	2
O	=	2
O	 	1.4
'	A	1.2
'	B	1.2
'	C	1.2
'	S	1.3
'	E	1.2
'	T	1.2
'	D	1.2
'	H	1.8
'	U	1.9
'	N	1.8
'	E	2
'	I	2.1
'	M	1.8
'	K	1.8
'	Y	2.1
'	;	2
'	Q	1.1
'	P	1.2
'	R	1.2
'	D	1.2
'	L	1.9
'	V	1.2
'	W	1.2
'	X	1.2
'	J	2
'	Z	1.4
'	0	2.2
'	1	1.2
'	2	1.2
'	3	1.2
'	4	1.2
'	5	1.3
'	6	2.3
'	7	2.1
'	8	2.2
'	9	2.4
'	,	2.1
'	.	2
'	/	1.8
'	[	1.8
'	]	1.7
'	O	1.9
'	'	1.4
'	-	2
'	=	1.9
'	 	1.3
-	A	1.2
-	B	1.2
-	C	1.3
-	S	1.2
-	E	1.2
-	T	1.2
-	D	1.2
-	H	1.9
-	U	2.1
-	N	1.9
-	E	2.3
-	I	2.4
-	M	2.1
-	K	2
-	Y	2
-	;	1.8
-	Q	1.2
-	P	1.2
-	R	1.2
-	D	1.2
-	L	1.7
-	V	1.2
-	W	1.3
-	X	1.2
-	J	1.8
-	Z	1.2
-	0	1.8
-	1	1.2
-	2	1.2
-	3	1.2
-	4	1.1
-	5	1.3
-	6	1
-	7	1.8
-	8	2.1
-	9	2.2
-	,	2.5
-	.	2.5
-	/	2.2
-	[	1.8
-	]	2
-	O	2
-	'	2.2
-	-	1.4
-	=	1.6
-	 	1.3
=	A	1.2
=	B	1.2
=	C	1.2
=	S	1.2
=	E	1.1
=	T	1.2
=	D	1.3
=	H	2.1
=	U	2.2
=	N	2
=	E	2.4
=	I	2.4
=	M	2.1
=	K	2.1
=	Y	2.1
=	;	1.9
=	Q	1.2
=	P	1.2
=	R	1.1
=	D	1.2
=	L	1.8
=	V	1.2
=	W	1.2
=	X	1.2
=	J	1.9
=	Z	1.3
=	0	1.9
=	1	1.3
=	2	1.2
=	3	1.2
=	4	1.1
=	5	1.4
=	6	2.1
=	7	2
=	8	2.2
=	9	2.2
=	,	2.6
=	.	2.5
=	/	2.3
=	[	1.7
=	]	1.8
=	O	2
=	'	2
=	-	1.8
=	=	1.3
=	 	1.5
 	A	1.4
 	B	1.4
 	C	1.5
 	S	1.4
 	E	1.4
 	T	1.4
 	D	1.3
 	H	1.3
 	U	1.4
 	N	1.4
 	E	1.3
 	I	1.3
 	M	1.4
 	K	1.3
 	Y	1.4
 	;	1.4
 	Q	1.5
 	P	1.4
 	R	1.5
 	D	1.5
 	L	1.5
 	V	1.5
 	W	1.5
 	X	1.4
 	J	1.6
 	Z	1.5
 	0	1.4
 	1	1.7
 	2	1.6
 	3	1.4
 	4	1.1
 	5	1.6
 	6	1.6
 	7	1.6
 	8	1.5
 	9	1.5
 	,	1.4
 	.	1.5
 	/	1.5
 	[	1.5
 	]	1.4
 	O	1.5
 	'	1.5
 	-	1.6
 	=	1.6
 	 	1.3
